id	name	sumary	desciption	rating	reviewCount	popularity	tags	openTime	closeTime	priceVND	houseNumber	street	   ward	district	city	Tọa độ	URL	phone	Img name	dwell	Img url
28	Điện Kính Thiên	Di tích lịch sử	Nền điện trung tâm Hoàng Thành, nơi vua ngự thiết triều xưa.	4.7	360	74	Lịch sử, Kiến trúc	08:00	17:00	30000	9	Hoàng Diệu	Điện Biên	Ba Đình	Hà Nội	21.0397478639308,105.840405802532	Kinh Thien Palace		Dien_Kinh_Thien.png	30	https://cafefcdn.com/203337114487263232/2023/8/27/dien-kinh-thien-4-1693022020234606254169-1693047619497-16930476196101826621468-1693098757926-16930987580161104717441.jpg
29	Nhà Cổ Hà Nội 	Di tích lịch sử	Ngôi nhà di sản bảo tồn nguyên vẹn kiến trúc nhà ống thế kỷ 19.	4.3	72	94	Văn hóa, Kiến trúc	08:00	17:30	10000	87	Mã Mây	Hàng Buồm	Hoàn Kiếm	Hà Nội	21.0363832692912,105.854310374746	Heritage House	02438282828	Nha_Co_87MaMay.png	45	https://kienthietviet.com/wp-content/uploads/2024/11/net-kien-truc-phap-co-anh-huong-den-thiet-ke-nha-pho-co-ha-noi.png
30	Thánh đường Al-Noor	Di tích lịch sử	Thánh đường Hồi giáo duy nhất ở Hà Nội, kiến trúc Ả Rập.	4.4	1567	84	Tâm linh, Văn hóa	08:00	20:00	0	12	Hàng Lược	Hàng Mã	Hoàn Kiếm	Hà Nội	21.0428064021512,105.848708174746	Masjid Al Noor Hanoi		Al_Noor_Mosque.png	30	https://bandovietnamkholon.com/wp-content/uploads/2017/09/94-big_hqdws.jpg
31	Nhà Lưu niệm HCM	Di tích lịch sử	Nơi Bác viết Lời kêu gọi Toàn quốc kháng chiến (1946).	4.6	12	88	Lịch sử, Văn hóa	08:00	17:00	0		Làng lụa Vạn Phúc	Vạn Phúc	Hà Đông	Hà Nội	21.0367181573928,105.850081465829	Nhà Lưu Niệm Bác Hồ		Nha_Luu_Niem.png	45	https://sovhtt.hanoi.gov.vn/wp-content/uploads/2017/11/1-3.jpg
32	Chùa Láng	Chùa	"Đệ nhất tùng lâm", chùa rộng và đẹp thờ Thiền sư Từ Đạo Hạnh.	4.6	3053	75	Tâm linh, Lịch sử	07:00	18:00	0	116	Chùa Láng	Láng Thượng	Đống Đa	Hà Nội	21.0286048954751,105.803741602532	Lang Pagoda		Chua_Lang.png	45	https://hnm.1cdn.vn/2022/08/07/nhipsonghanoi.hanoimoi.com.vn-uploads-images-phananh-2022-08-05-_chua_lang.jpg
33	Phủ Tây Hồ	Đền	Di tích thờ Mẫu Liễu Hạnh trên bán đảo Hồ Tây, rất đông khách cầu tài.	4.6	4727	69	Tâm linh, Văn hóa	05:00	19:00	0	52	Đặng Thai Mai	Quảng An	Tây Hồ	Hà Nội	21.0576468783865,105.82087505102	Phủ Tây Hồ		Phu_Tay_Ho.png	60	https://owa.bestprice.vn/images/destinations/uploads/phu-tay-ho-601bb69ba4a72.jpg
34	Ô Quan Chưởng	Di tích lịch sử	Cửa ô cổ kính, biểu tượng lịch sử của khu phố cổ.	4.5	2811	94	Lịch sử, Kiến trúc	00:00	23:59	0		Hàng Chiếu - Đào Duy Từ	Đồng Xuân	Hoàn Kiếm	Hà Nội	21.04059596566,105.852716318376	Ô Quan Chưởng		O_Quan_Chuong.png	30	https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Hanoi%2C_Vietnam_%2812036443176%29.jpg/500px-Hanoi%2C_Vietnam_%2812036443176%29.jpg
35	Đình Kim Ngân	Di tích lịch sử	Đình thờ tổ nghề kim hoàn, nơi giao lưu văn hóa phố cổ.	4.4	110	74	Văn hóa, Tâm linh	08:00	17:00	0	42	Hàng Bạc	Hàng Bạc	Hoàn Kiếm	Hà Nội	21.0369270997978,105.852607372835	Đình Kim Ngân		Dinh_Kim_Ngan.png	30	https://hnm.1cdn.vn/2015/12/23/hanoimoi.com.vn-uploads-hoanglinh-2015-12-23-_dsc07740.jpg
36	Chùa Vạn Niên	Chùa	Chùa nghìn năm tuổi ven Hồ Tây, kiến trúc gỗ toàn bộ độc đáo.	4.7	1954	74	Tâm linh, Kiến trúc	08:00	18:00	0	364	Lạc Long Quân	Xuân La	Tây Hồ	Hà Nội	21.0693652423324,105.81321293223	Van Nien pagoda		Chua_Van_Nien.png	45	https://cdn.xanhsm.com/2024/12/27bb0053-chua-van-nien-2.jpg
37	Chùa Diên Hựu	Chùa	(Chùa Một Cột) Di tích kiến trúc độc đáo hình đài sen giữa hồ.	4.6	9845	82	Tâm linh, Lịch sử	07:00	18:00	0		Chùa Một Cột	Đội Cấn	Ba Đình	Hà Nội	21.0381258680826,105.83278233016	One Pillar Pagoda		Chua_Mot_Cot.png	30	https://cdnmedia.baotintuc.vn/Upload/EqV5H9rWgvy9oNikwkHLXA/files/2021/10/07102021-chua-dien-huu-bang-thuc-te-ao-giai-thuong-bui-xuan-phai-2.jpg
38	Nhà Thờ Hàm Long	Di tích lịch sử	Nhà thờ Công giáo lớn, nổi tiếng với hai mặt tiền đường phố.	4.5	1525	60	Tâm linh, Kiến trúc	08:00	17:00	0	21	Hàm Long	Phan Chu Trinh	Hoàn Kiếm	Hà Nội	21.0261074406385,105.855279782136	St Anthony Ham Long Church	02438254269	Nha_Tho_Ham_Long.png	45	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/4G4A0773_HDR.jpg/500px-4G4A0773_HDR.jpg
39	Chùa Lý Triều Quốc Sư	Chùa	Chùa thờ thiền sư Nguyễn Minh Không, ngay cạnh Nhà thờ Lớn.	4.5	235	73	Tâm linh, Lịch sử	08:00	17:00	0	50	Lý Quốc Sư	Hàng Trống	Hoàn Kiếm	Hà Nội	21.0342068377727,105.847220331817	Ly Trieu Quoc Su Pagoda		Chua_Ly_Trieu.png	30	https://travelhanoi.com.vn/UserFiles/images/%C4%90i%E1%BB%83m%20du%20l%E1%BB%8Bch/chua-ly-quoc-su(1).jpg
40	Chùa Hòe Nhai	Chùa	Chùa Hồng Phúc Tự, có tượng Phật ngồi trên lưng vua.	4.6	504	70	Tâm linh, Lịch sử	08:00	18:00	0	19	Hàng Than	Nguyễn Trung Trực	Ba Đình	Hà Nội	21.0457278756182,105.847670744715	Hồng Phúc Tự - Hòe Nhai Pagoda		Chua_Hoe_Nhai.png	45	https://storage-phatsuonline-v2.sgp1.digitaloceanspaces.com/files/2024/08/8cd38821-aabf-4a1f-90f9-76852d9537a4-crop.JPEG
41	Đền Hai Bà Trưng	Đền	Đền Đồng Nhân, di tích quốc gia đặc biệt thờ hai nữ anh hùng.	4.6	155	88	Tâm linh, Lịch sử	08:00	17:00	0	12	Hương Viên	Đồng Nhân	Hai Bà Trưng	Hà Nội	21.0152847610286,105.855910491212	Đền Hai Bà Trưng		Den_Hai_Ba_Trung.png	60	https://vov2.vov.vn/sites/default/files/2022-01/den%20hai%20ba%20trung%20me%20linh.jpg
42	Cổng làng Văn La	Di tích lịch sử	Kiến trúc cổng làng truyền thống được bảo tồn giữa đô thị hóa.	4.3	115	90	Kiến trúc, Văn hóa	00:00	23:59	0		Văn La	Phú La	Hà Đông	Hà Nội	20.9686529596408,105.761668709046	Van La Village Gate		Cong_Lang_Van_La.png	15	https://baoquangbinh.vn/dataimages/202405/original/images783311_3__6_.jpg
43	Nhà Đại tướng Võ Nguyên Giáp	Di tích lịch sử	Biệt thự Pháp cổ, nơi Đại tướng sống (chỉ viếng ngoài hoặc dịp lễ).	4.8	41	65	Lịch sử, Văn hóa	00:00	23:59	0	30	Hoàng Diệu	Điện Biên	Ba Đình	Hà Nội	21.0394337145393,105.842716713982	Nhà Đại tướng Võ Nguyên Giáp		Nha_Dai_Tuong.png	45	https://file3.qdnd.vn/data/images/0/2024/08/25/upload_2320/luu%20niem%209.jpg?dpi=150&quality=100&w=870
44	Đền Mẫu Cửu Ninh Sở	Đền	Đền thờ Mẫu Cửu Trùng Thiên với kiến trúc chạm khắc gỗ tinh xảo.	4.7	40	91	Tâm linh, Văn hóa	00:00	18:00	0		Ninh Sở	Ninh Sở	Thường Tín	Hà Nội	20.9002295842858,105.88469573559	Đền Mẫu Cửu Ninh Sở		Den_Mau_Cuu.png	45	https://modadepninhbinh.com/wp-content/uploads/2024/02/den-mau-ban-thien-cuu-trung-thien-bang-so-thuong-tin-ha-noi.jpg
45	Di chỉ Vườn Chuối	Di tích lịch sử	Gò đất khảo cổ quan trọng, dấu vết người Việt cổ cư trú.	4	12	93	Lịch sử	00:00	23:59	0		Lai Xá	Kim Chung	Hoài Đức	Hà Nội	21.0666357902445,105.70925298943	Di chỉ khảo cổ học Vườn Chuối		Di_Chi_Vuon_Chuoi.png	60	https://img.cand.com.vn/resize/800x800/NewFiles/Images/2024/10/27/Anh_2-1730020766273.jpg
46	Đình làng Huỳnh Cung	Di tích lịch sử	Đình thờ tướng Phạm Tu, kiến trúc cổ kính.	4.5	25	75	Tâm linh, Văn hóa	08:00	17:00	0		Huỳnh Cung	Tam Hiệp	Thanh Trì	Hà Nội	20.9617227773357,105.827512218093	Đình làng Huỳnh Cung		Dinh_Huynh_Cung.png	45	https://chonthieng.com/data/uploads/2021/03/800px-Dinh_Huynh_Cung_Thanh_Tri_Ha_Noi_001-640x426.jpg
47	Đình - Chùa Hạ Trại	Chùa	Quần thể tâm linh làng Hạ Trại (Đình thờ thần, Chùa thờ Phật).	4.4	18	70	Tâm linh, Lịch sử	08:00	17:00	0		Hạ Trại	Ninh Sở	Thường Tín	Hà Nội	21.0236978756007,105.901044255672	Đình - Chùa Hạ Trại		Dinh_Chua_Ha_Trai.png	45	https://8486d3381d.vws.vegacdn.vn/UploadFolderNew/SGDLongBien/Image/thcsthanham/Dinh-Ha-Trai.jpg?w=1130
48	Ngôi Nhà Di Sản	Di tích lịch sử	Tên gọi khác của Nhà cổ 87 Mã Mây (Di sản cấp Quốc gia).	4.4	72	79	Văn hóa, Kiến trúc	08:00	17:30	10000	87	Mã Mây	Hàng Buồm	Hoàn Kiếm	Hà Nội	21.0505036037844,105.854858631787	Heritage House		Ngoi_Nha_Di_San.png	45	https://nhn.1cdn.vn/thumbs/720x480/2025/07/04/12.jpg
49	Quan Su House (Đỗ Family)	Di tích lịch sử	Bảo tàng tư nhân Đỗ Family, không gian nghệ thuật và cổ vật.	4.6	44	74	Kiến trúc, Lịch sử	09:00	17:00	50000	28	Quán Sứ	Hàng Bông	Hoàn Kiếm	Hà Nội	21.0296682999797,105.84561826981	Quan Su House - Đỗ Family Museum		Do_Family_Museum.png	30	https://scontent.fsgn2-9.fna.fbcdn.net/v/t39.30808-6/468527699_122126837228503072_9137969205208030528_n.jpg?stp=cp6_dst-jpg_tt6&_nc_cat=103&ccb=1-7&_nc_sid=cc71e4&_nc_ohc=-iT0Rfq7hTIQ7kNvwH_XqZ-&_nc_oc=AdlhcqSTbh5ApdopZnb83bO99V4aWaUaZaXzUKoeS1o1Hb2us4v3SOEbZj79YdXw6G0&_nc_zt=23&_nc_ht=scontent.fsgn2-9.fna&_nc_gid=NtiS4bEReUljzff266Q6NA&oh=00_Afl65nncVWEy49KHVgD2I7OZ_ErJemnKuIFpR4KUcMNnCg&oe=693CB04E
50	Bảo tàng Vũ khí cổ Robert Taylor	Bộ sưu tập vũ khí tư nhân lớn nhất.	Trưng bày hàng nghìn hiện vật vũ khí, quân trang từ khắp nơi trên thế giới qua các thời kỳ lịch sử.	4.6	1200	80	Bảo tàng	08:00	17:00	70000	98	Trần Hưng Đạo	Phường 1	TP. Vũng Tàu	Hồ Chí Minh	10.351279534169908, 107.07480852625295	https://www.google.com/maps/place/Worldwide+Arms+Museum/@10.3509082,107.0747039,18.78z/data=!4m6!3m5!1s0x31756f8b80000e15:0x15e2700efd4259cd!8m2!3d10.3512036!4d107.0747192!16s%2Fg%2F11h0kc3b6?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	02543852222	bao-tang-vu-khi-co.jpg	90	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQijJCowzRn8y3Sm_6z2RFuy2o7YyyVdeOgvtclZKhBZxM0Wn3ourYJ4pj1L0KS
51	Đèo Nước Ngọt	Cung đường biển uốn lượn đẹp mắt.	Điểm giao thoa giữa núi và biển, bãi cát dài hoang sơ thích hợp cho các hoạt động cắm trại qua đêm.	4.3	1800	86	Cắm trại	00:00	23:59	0		ĐT44A	TT. Phước Hải	H. Đất Đỏ	Hồ Chí Minh	10.37981143273993, 107.25490953881574	https://maps.app.goo.gl/vivtu1acdRDevegj7		deo-nuoc-ngot.jpg	120	https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcSn1u6uTlaQXFD9IiU7UEjbzT9mzkQZ39QDrCxL8o7noVhdoxCYNVNCR0pVGSbXvkbyA12ZtkHp5WepDubPysyTlNu8U6I_OHoH0m2bbMV5m6QhthQ
52	Mũi Nghinh Phong	Cổng trời đón gió biển.	Mũi đất vươn dài ra biển, nơi có Cổng Trời check-in nổi tiếng và khung cảnh biển trời bao la hùng vĩ.	4.4	3800	94	Check-in	00:00	23:59	0	1	Hạ Long	Phường 2	TP. Vũng Tàu	Hồ Chí Minh	10.321980456829671, 107.08368261197074	https://www.google.com/maps/place/Cape+Saint+James/@10.32222,107.0839571,19.33z/data=!4m6!3m5!1s0x31756544a05a779d:0x8be1eab135ba4174!8m2!3d10.3219444!4d107.0836111!16s%2Fg%2F1q5bs7p9h?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D		mui-nghinh-phong.jpg	45	https://encrypted-tbn2.gstatic.com/licensed-image?q=tbn:ANd9GcS2cL6MAy1nxacT0bNX981JNkxFhR22lgu2Bonb94EMRZlckvhBdy7k-9flIHmV2p0eAdSm1ymxuHOHIXbzqGQuHVewjjgESGr0M5Fwu2EK_k_mziI
53	Hồ Đá Xanh	Hồ nước xanh như ngọc.	Hồ nước hình thành từ khai thác đá, nước xanh biếc quanh năm, có cầu gỗ, xích đu và đàn cừu để chụp ảnh.	4.1	1500	82	Check-in	07:00	18:00	40000		QL51	Phường Kim Dinh	TP. Bà Rịa	Hồ Chí Minh	10.50869778020838, 107.14735325218433	https://www.google.com/maps/place/Ba+Ria+Green+Stone+Lake/@10.508756,107.1468683,18.78z/data=!4m6!3m5!1s0x31750d5a4a7c558b:0xb148b65dbf38d6f!8m2!3d10.5086427!4d107.1472241!16s%2Fg%2F11mqxf2xms?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D		ho-da-xanh.jpg	60	https://encrypted-tbn0.gstatic.com/licensed-image?q=tbn:ANd9GcR1jnK909E500LnV-_RnTeWv9s9T7w9yMuTur91hwVdx3qPcOYdEYk46CTeNopA6lAQ_cUR_8WvuapwQH47nQT28PsAOMdfsn2axVW3WG54ZHVJSJw
54	Bến du thuyền Marina	Khung cảnh trời Tây sang chảnh.	Bến neo đậu của nhiều cano, du thuyền hiện đại, nổi bật với những cánh buồm nhiều màu sắc trên nền biển xanh.	4.2	2000	84	Check-in	07:00	18:00	30000	1	KCN Đông Xuyên	Phường Rạch Dừa	TP. Vũng Tàu	Hồ Chí Minh	10.409837720158372, 107.11316130282684	https://www.google.com/maps/place/B%C3%8A%CC%81N+THUY%E1%BB%80N+V%C5%A8NG+T%C3%80U+MARINA/@10.4097143,107.1125927,19.04z/data=!4m6!3m5!1s0x317571f79ea4a9c9:0x3313721619f7ad9!8m2!3d10.4098174!4d107.1130707!16s%2Fg%2F11lgz79p6c?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D		ben-du-thuyen-marina.jpg	60	https://encrypted-tbn0.gstatic.com/licensed-image?q=tbn:ANd9GcTl25xa0UAM1FspCRuOe9Iy1Udj5eN5lccAc-jk2SrNS9HUzBweiS-Fm2i506zFh1R-1YlhP9H8A66Y0q0hBX0e8Dsi7IytcESB7I0d81BrZhkzYI4
55	Zenna Pool Camp	Khu cắm trại sát biển cực chill.	Không gian cắm trại trẻ trung với rừng dương, hồ bơi, bàn ghế gỗ và trang trí đèn lung linh sát bờ biển.	4.0	1100	76	Giải trí	00:00	23:59	50000		Tổ 3	Xã Phước Tỉnh	H. Long Điền	Hồ Chí Minh	10.403658427146764, 107.18905367038157	https://www.google.com/maps/place/Zenna+Pool+Camp/@10.4036768,107.1883473,18.78z/data=!4m6!3m5!1s0x3175714e119aa1b1:0xfa8b33a47a4d4821!8m2!3d10.403616!4d107.1889971!16s%2Fg%2F11g_f6wr_?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D		zenna-pool-camp.jpg	120	https://res.klook.com/image/upload/q_85/c_fill,w_750/v1685957337/kvgnnsnvi9j6tk7vf7ez.jpg
56	Đồi Con Heo	View ngắm Bãi Sau tuyệt đẹp.	Đồi đất hoang sơ với những con đường sỏi đá, là điểm ngắm bình minh và hoàng hôn lý tưởng của giới trẻ.	4.2	2100	85	Ngắm cảnh	06:00	18:00	0		Hẻm 222 Phan Chu Trinh	Phường 2	TP. Vũng Tàu	Hồ Chí Minh	10.327554673214998, 107.08642042270655	https://www.google.com/maps/place/%C4%90%E1%BB%93i+Con+Heo/@10.3275908,107.0861876,20.31z/data=!4m6!3m5!1s0x317565d2fb839c0d:0xbcb13a18114925fd!8m2!3d10.3275348!4d107.0863676!16s%2Fg%2F11t_tvfps6?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D		doi-con-heo.jpg	45	https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcQMe8aQIqiQc8_SXpBfNYv62FkV9EvMVb7WZuwYTMKd_rxw34P6HkaKQ9Bz6rFpL2-0CQzYVBZ8XhfxZJ6b1vfVcPtrjI-z01I_dKkmEgBxZu9JVdQ
57	Suối Tiên (Núi Dinh)	Dòng suối mát lạnh giữa rừng.	Suối đá tự nhiên chảy từ đỉnh núi Dinh, tạo thành nhiều hồ nhỏ trong xanh để tắm mát và dã ngoại.	4.1	900	75	Sinh thái	06:00	17:00	0		Chu Hải	Xã Tân Hải	TX. Phú Mỹ	Hồ Chí Minh	10.524653956175365, 107.12942381811884	https://www.google.com/maps/place/Su%E1%BB%91i+Ti%C3%AAn+-+N%C3%BAi+Dinh/@10.5248632,107.1286593,18.82z/data=!4m10!1m2!2m1!1zU3Xhu5FpIFRpw6puIChOw7ppIERpbmgp!3m6!1s0x31750d002edf3b29:0x9a28b143360ec6fb!8m2!3d10.5245908!4d107.1293515!15sChhTdeG7kWkgVGnDqm4gKE7DumkgRGluaClaGCIWc3Xhu5FpIHRpw6puIG7DumkgZGluaJIBEnRvdXJpc3RfYXR0cmFjdGlvbpoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyNUplbEpGYkZGTlIwWnZUbXM1TUZOcmJFaE5NV1JNV20xNFRXUklZeEFC4AEA-gEECAAQQA!16s%2Fg%2F11y26cr04n?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D		suoi-tien-nui-dinh.jpg	120	https://bizweb.dktcdn.net/100/006/093/files/suoi-tien-nui-dinh.jpg?v=1728495172618
58	Hòn Bà	Miếu thờ giữa biển khơi.	Hòn đảo nhỏ có miếu thờ Bà, du khách có thể đi bộ ra đảo trên con đường đá độc đáo khi thủy triều rút.	4.5	1600	88	Tâm linh	06:00	17:00	0		Bãi Sau	Phường 2	TP. Vũng Tàu	Hồ Chí Minh	8.66900931951058, 106.67333320096525	https://www.google.com/maps/place/H%C3%B2n+B%E1%BA%A3y+C%E1%BA%A1nh/@8.6691097,106.6728491,18.56z/data=!4m6!3m5!1s0x3198afa5a504c139:0xeafbca13c65a5cd5!8m2!3d8.6689731!4d106.6733441!16s%2Fg%2F11gw35gpf9?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D		hon-ba-vung-tau.jpg	60	https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcQA6eqWbNrVRO2zVct1FpZ67GjLdtoYwtj4_kyay1AL02K58F-GqCLWNB65Ebz59juBcpXcevanaMJ3VU7_PNO4blgo7oqNGtrTpbGzf7sxQy2SBts
59	Tượng Chúa Kitô Vua	Biểu tượng tôn giáo trên đỉnh núi Nhỏ.	Tượng Chúa dang tay lớn nhất khu vực, du khách leo gần 1000 bậc thang để lên vai tượng ngắm toàn cảnh Vũng Tàu.	4.6	1392	95	Tham quan	07:00	17:00	0	1	Bà Rịa	Phường 2	TP. Vũng Tàu	Hồ Chí Minh	10.32654083870638, 107.08461227621174	https://maps.app.goo.gl/JNcbs81PKrTn2R6r5		tuong-chua-kito-vua.jpg	90	https://encrypted-tbn1.gstatic.com/licensed-image?q=tbn:ANd9GcTdecMQdJH7W7bq6vu8HTHOik1vGLx-76EWlWppUC0UL-G2Fe5yRwACzr3SvfqMP-g7LiEWcP05ptzVi7ZRFh2extpDJbeOCh4dkLFuUxM2NUt38Jo
60	Ngọn Hải Đăng Vũng Tàu	Ngọn hải đăng cổ nhất Việt Nam.	Kiến trúc Pháp cổ kính sơn trắng, đường lên hải đăng đẹp mộng mơ, từ đỉnh tháp ngắm trọn vẹn thành phố biển.	4.5	4500	96	Tham quan	07:00	17:00	0		Hải Đăng	Phường 2	TP. Vũng Tàu	Hồ Chí Minh	10.334169970275141, 107.07778517672672	https://www.google.com/maps/place/Vung+Tau+Lighthouse/@10.3343274,107.0771322,18.53z/data=!4m6!3m5!1s0x31756552a003a9b9:0x32769656e2f73fb9!8m2!3d10.334091!4d107.077663!16s%2Fg%2F12z65svxw?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D		hai-dang-vung-tau.jpg	60	https://encrypted-tbn1.gstatic.com/licensed-image?q=tbn:ANd9GcQdDwxPulH7dD2kxlRpsbn6LU3xvGSI2j8jio-k2wbO6jZ2ay2pjZA_xcnyZV9RZDt-c3Ta7iFYXzkBZn8I2nC2mLeSyA0bq0FsLcyzCmkDbEQMqII
61	Ốc Đào	Quán ốc nổi tiếng Sài Gòn	Địa điểm ăn tối dân dã nhưng cực kỳ hút khách với các món ốc chế biến đậm đà, không gian nhộn nhịp đặc trưng.	4.0	4100	90	Ăn tối, Ốc, Nhậu	11:00	22:00	100000	212B/C79	Nguyễn Trãi	Phường Nguyễn Cư Trinh	Quận 1	Hồ Chí Minh	10.765241197824983, 106.68464009678598	https://www.google.com/maps/place/%E1%BB%90c+%C4%90%C3%A0o/@10.7651503,106.6845613,21z/data=!4m10!1m2!2m1!1z4buQYyDEkMOgbw!3m6!1s0x31752facc18a645b:0x7b48594407b5780b!8m2!3d10.765238!4d106.6846346!15sCgrhu5BjIMSQw6BvWgwiCuG7kWMgxJHDoG-SARJzZWFmb29kX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11py_wb8gc?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	0909437033	oc-dao.jpg	75	https://down-vn.img.susercontent.com/vn-11134513-7r98o-lstpneswehms82@resize_ss576x330
62	Pizza 4P's Bến Thành	Nhà hàng Pizza kiểu Nhật-Ý	Nổi tiếng với pizza nướng củi và phô mai tự làm, không gian mở sang trọng, phù hợp cho bữa tối hẹn hò hoặc tiếp khách.	4.8	6500	85	Ăn tối, Pizza, Sang trọng	11:00	23:00	250000	8	Thủ Khoa Huân	Phường Bến Thành	Quận 1	Hồ Chí Minh	10.773372882354382, 106.69766067633927	https://www.google.com/maps/place/Pizza+4P's+Ben+Thanh/@10.7733307,106.697655,21z/data=!4m6!3m5!1s0x31752f7998588b7d:0x8f43f3d4a8472384!8m2!3d10.773361!4d106.6976173!16s%2Fg%2F11k1lbvf9v?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	019006043	pizza-4ps.jpg	120	https://luxuo.vn/wp-content/uploads/2021/10/247294457_851247198881555_4527903162367545207_n-1536x595.jpg
63	The Deck Saigon	Nhà hàng ven sông lãng mạn	Nhà hàng cao cấp nằm sát bờ sông Sài Gòn, lý tưởng để ngắm hoàng hôn và ăn tối với thực đơn Á-Âu đa dạng.	4.4	2300	79	Ăn tối, Ven sông, Lãng mạn	08:00	23:59	500000	38	Nguyễn Ư Dĩ	Phường Thảo Điền	Thủ Đức	Hồ Chí Minh	10.80678132150858, 106.74459110811809	https://www.google.com/maps/place/The+Deck+Saigon/@10.8067919,106.744509,21z/data=!4m6!3m5!1s0x317526150c1ce955:0xbdec33b98f6a0deb!8m2!3d10.8067666!4d106.7445676!16s%2Fg%2F1vgq9l1x?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	02837446632	the-deck.jpg	150	https://media.urbanistnetwork.com/saigoneer/article-images/legacy/yI5TVZqh.jpg
64	Cơm Niêu Sài Gòn	Nhà hàng cơm niêu truyền thống nổi tiếng	Nổi tiếng với món cơm niêu đập bể độc đáo và các món ăn dân dã Việt Nam trong không gian sang trọng nhưng ấm cúng.	4.2	3500	95	Ăn trưa, Gia đình, Việt Nam	10:00	22:00	150000	27	Tú Xương	Phường 7	Quận 3	Hồ Chí Minh	10.781988261031623, 106.68799932577843	https://www.google.com/maps/place/C%C6%A1m+Ni%C3%AAu+S%C3%A0i+G%C3%B2n/@10.7818914,106.6878756,21z/data=!4m10!1m2!2m1!1zQ8ahbSBOacOqdSBTw6BpIEfDsm4gcGjGsOG7nW5nIDcgcXXhuq1uIDM!3m6!1s0x31752f2e295ba775:0x953988926c5ecef2!8m2!3d10.7819787!4d106.6879746!15sCilDxqFtIE5pw6p1IFPDoGkgR8OybiBwaMaw4budbmcgNyBxdeG6rW4gM1orIiljxqFtIG5pw6p1IHPDoGkgZ8OybiBwaMaw4budbmcgNyBxdeG6rW4gM5IBCnJlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTmFMV05pTXpoQlJSQULgAQD6AQQIWhAl!16s%2Fg%2F11cnd5xdhm?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	0901301808	com-nieu-sg.jpg	75	https://statics.vinpearl.com/com-nieu-D2-Sai-gon_1733294009.jpg
65	Phở Hòa Pasteur	Quán phở lâu đời và nổi tiếng	Một trong những quán phở lâu đời nhất Sài Gòn, nước dùng ngọt thanh, thịt bò mềm, thu hút nhiều khách du lịch.	4.1	4200	93	Ăn trưa, Phở, Truyền thống	06:00	22:30	90000	260C	Pasteur	Phường 8	Quận 3	Hồ Chí Minh	10.786704084662166, 106.68929181209789	https://www.google.com/maps/place/Ph%E1%BB%9F+H%C3%B2a+Pasteur/@10.7866514,106.6892398,21z/data=!4m6!3m5!1s0x31752f26344ef6ef:0xd077b29b97dc202a!8m2!3d10.7866905!4d106.6892627!16s%2Fg%2F11k2fkf4rg?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	02838297943	pho-hoa.jpg	45	https://danviet.ex-cdn.com/files/f1/296231569849192448/2022/3/5/pho-hoa-1-16464892071662137023768-164648926621073411074.jpeg
