name	priveVnd	summary	description	openTime	closeTime	phone	rating	reviewCount	populartity	imageName	tags	houseNumber	street	ward	district	city	lat, long	url
Động Am Tiên	20.000 VNĐ	Danh lam thắng cảnh	"Tuyệt Tình Cốc" của Ninh Bình, hồ nước xanh ngắt nằm lọt thỏm giữa vách núi đá dựng đứng.				4.4	110	69	dong_am_tien.png				Trường Yên	Hoa Lư	Ninh Bình	20.2837948127593,105.918094001834	Động Am Tiên
Đầm Vân Long	100.000 VNĐ	Khu bảo tồn	Khu bảo tồn thiên nhiên ngập nước lớn nhất vùng đồng bằng Bắc Bộ, nơi có voọc quần đùi trắng (Vé + Thuyền).	7:30	18:00		4.2	958	30	dam_van_long.png				Gia Vân	Gia Viễn	Ninh Bình	20.3663779302828,105.880793664508	Đầm Vân Long
Khu du lịch sinh thái Thung Nham	150.000 VNĐ	Khu du lịch sinh thái	Khu du lịch tổng hợp với vườn chim tự nhiên, hang động và vườn hoa (Vé trọn gói).			0912900887	4.2	6350	96	thung_nham.png			Thung Nham	Ninh Hải (Thôn Hải Nham)	Hoa Lư	Ninh Bình	20.2182119264162,105.89398740314	Thung Nham Ecotourism Zone - Ninh Binh
Nhà Thờ Đá Phát Diệm	0	Tôn giáo/Kiến trúc	Quần thể nhà thờ Công giáo độc đáo kết hợp giữa kiến trúc đình chùa phương Đông và Gothic phương Tây.			02293862058	4.7	4685	89	nha_tho_da_phat_diem.png		75	Phố Phát Diệm Đông	TT Phát Diệm	Kim Sơn	Ninh Bình	20.093191964975,106.080463266356	Phát Diệm Cathedral
Vườn Quốc gia Cúc Phương	60.000 VNĐ	Khu bảo tồn	Vườn quốc gia đầu tiên của Việt Nam, nổi tiếng với rừng nguyên sinh và mùa bướm (tháng 4-5).				4.5	4474	99	vqg_cuc_phuong.png					Nho Quan	Ninh Bình	20.3168786659479,105.608559263215	Cuc Phuong National Park
Đền Trần	0	Di tích lịch sử	Quần thể đền thờ các vua Trần và các tướng lĩnh tài ba, nổi tiếng với Lễ hội Khai ấn đầu năm.	24/24	24/25		4.7	1566	80	den_tran_nam_dinh.png			Trần Thừa	Lộc Vượng	TP Nam Định	Nam Định	20.4555977548962,106.168137728405	Bản đồ Đền Trần
Phủ Chính Phủ Dầy	0	Văn hóa/Tâm linh	Trung tâm của tín ngưỡng thờ Mẫu Tam Phủ, nơi thờ bà Chúa Liễu Hạnh (một trong Tứ bất tử).	24/24	24/25		4.6	1107	65	phu_chinh_phu_day.png			Xóm 2	Kim Thái	Vụ Bản	Nam Định	20.3610881867651,106.078190484102	Bản đồ Phủ Dầy
Vườn Quốc gia Xuân Thủy	40.000 VNĐ	Khu bảo tồn	Khu dự trữ sinh quyển thế giới, điểm ramsar quốc tế với hệ sinh thái rừng ngập mặn và chim di cư (Vé tham quan/tàu).	24/24	24/25	0987203375	4.3	924	65	vqg_xuan_thuy.png				Giao Thiện	Giao Thuỷ	Nam Định	20.2331321019779,106.570479653418	Bản đồ VQG Xuân Thủy
Nhà Thờ Đổ Nam Định	0	Địa điểm check-in	Tàn tích của một ngôi nhà thờ bên bờ biển Xương Điền, mang vẻ đẹp hoang sơ và độc đáo.	24/24	24/25	0984990208	4.5	2829	57	nha_tho_do.png			Tổ dân phố 13	Hải Lý	Hải Hậu	Nam Định	20.1299654284809,106.314631209241	Bản đồ Nhà thờ đổ
Vương Cung Thánh Đường Phú Nhai	0	Tôn giáo/Kiến trúc	Một trong những nhà thờ Công giáo lớn và đẹp nhất Việt Nam với kiến trúc Gothic tráng lệ.				4.7	1192	65	nha_tho_phu_nhai.png			Trà Lũ	Xuân Phương	Xuân Trường	Nam Định	20.3001664739616,106.363681082254	Bản đồ Nhà thờ Phú Nhai
Nhà Thờ Giáo Xứ Đền Thánh Hưng Nghĩa	0	Tôn giáo/Kiến trúc	Nhà thờ nguy nga tráng lệ được ví như "lâu đài Hogwarts" phiên bản Việt Nam.	24/24	24/25		4.7	735	95	nha_tho_hung_nghia.png				Hải Hưng	Hải Hậu	Nam Định	20.2106678794556,106.309552824583	Bản đồ Nhà thờ Hưng Nghĩa
Chùa Cổ Lễ	0	Di tích lịch sử	Ngôi chùa cổ nổi tiếng kết hợp kiến trúc Phật giáo và Gothic, gắn liền với các sư sãi cởi áo cà sa ra trận.				4.6	1247	82	chua_co_le.png				TT Cổ Lễ	Trực Ninh	Nam Định	20.3216444715849,106.264083630127	Bản đồ Chùa Cổ Lễ
Bãi tắm Thịnh Long	0	Danh lam thắng cảnh	Bãi biển trải dài, cát mịn, là điểm nghỉ mát phổ biến vào mùa hè.				3.9	268	90	bai_tam_thinh_long.png				TT Thịnh Long	Hải Hậu	Nam Định	20.028821988859,106.222422346303	Bản đồ Biển Thịnh Long
Cánh đồng Muối Bạch Long	0	Làng nghề	Cánh đồng muối lớn nhất miền Bắc, điểm check-in tuyệt đẹp vào lúc bình minh hoặc hoàng hôn.				4.5	32	83	canh_dong_muoi_bach_long.png				Bạch Long	Giao Thuỷ	Nam Định	20.2179152234969,106.41208295157	Bản đồ Cánh đồng muối
Chùa Tháp Phổ Minh	0	Di tích lịch sử	Ngôi chùa lưu giữ tháp Phổ Minh 14 tầng từ thời Trần, biểu tượng lịch sử của Nam Định.	24/24	24/25		4.6	409	67	chua_thap_pho_minh.png			Trần Thừa	Lộc Vượng	TP Nam Định	Nam Định	20.4543275763744,106.163689539924	Bản đồ Chùa Phổ Minh
Đền Thõng	0	Văn hóa/Tâm linh	Cửa ngõ dẫn vào khu danh thắng Tây Thiên, nơi có cây đa chín cội linh thiêng.				4.5	169	78	den_thong.png				Đại Đình	Tam Đảo	Vĩnh Phúc	21.4662173616753,105.580330716011	Đền Thõng
Hồ Đại Lải	0	Khu du lịch	Hồ nước nhân tạo rộng lớn, không khí trong lành, thích hợp nghỉ dưỡng và du thuyền.				4.6	75	90	ho_dai_lai.png			Hồ Đại Lải	Ngọc Thanh	Phúc Yên	Vĩnh Phúc	21.3191267933497,105.715057533209	Hồ Đại Lải
Thiền viện Trúc lâm Tây Thiên	0	Văn hóa/Tâm linh	Một trong 3 thiền viện lớn nhất Việt Nam, tọa lạc trên sườn núi Tam Đảo hùng vĩ.	3:00	22:00		4.5	2788	87	thien_vien_truc_lam_tay_thien.png			Khu danh thắng Tây Thiên	Đại Đình	Tam Đảo	Vĩnh Phúc	21.465218885622,105.576844423424	Thiền viện Trúc lâm Tây Thiên
Vườn quốc gia Tam Đảo	60.000 VNĐ	Khu bảo tồn	Khu rừng nguyên sinh đa dạng sinh học, khí hậu mát mẻ quanh năm, điểm trekking lý tưởng.	8:00	16:30	973773823	4.5	949	84	vuon_quoc_gia_tam_dao.png			Km 13	Hồ Sơn	Tam Đảo	Vĩnh Phúc	21.4187238423051,105.624037448554	Tam Dao National Park
Hồ Xạ Hương	0	Danh lam thắng cảnh	Hồ nước trong xanh nằm ẩn mình giữa núi rừng Tam Đảo, hoang sơ và yên bình.				4.4	99	42	ho_xa_huong.png				Minh Quang	Tam Đảo	Vĩnh Phúc	21.4063274464667,105.645612035909	Hồ Xạ Hương
Tháp Bình Sơn	0	Di tích lịch sử	Tháp đất nung đời Trần cao nhất còn lại ở Việt Nam, kiệt tác kiến trúc Phật giáo.				4.7	64	65	thap_binh_son.png				Tam Sơn	Sông Lô	Vĩnh Phúc	21.4198517680963,105.40755305782	Tháp Bình Sơn
Gốm Thanh Nhạn Hương Canh	0	Làng nghề	Cơ sở sản xuất gốm sành Hương Canh nổi tiếng, nơi lưu giữ hồn cốt làng nghề cổ.	6:00	21:00	914262635	4.1	80	78	gom_huong_canh.png			Tổ dân phố Lò Cang	Hương Canh	Bình Xuyên	Vĩnh Phúc	21.2738991616201,105.648169231356	Huong Canh Pottery
Đầm Vạc	0	Danh lam thắng cảnh	Hồ nước tự nhiên rộng lớn giữa lòng thành phố Vĩnh Yên, được ví như "hồ Tây" của Vĩnh Phúc.				4.3	167	69	dam_vac.png					TP Vĩnh Yên	Vĩnh Phúc	21.2979716,105.601352520422	Vac Lake
Chùa Hà Tiên	0	Văn hóa/Tâm linh	Ngôi đại danh lam cổ kính, trung tâm Phật giáo lớn và đẹp bậc nhất tỉnh Vĩnh Phúc.			2113606747	4.6	864	74	chua_ha_tien.png			Trần Phú	Định Trung	Vĩnh Yên	Vĩnh Phúc	21.326730000529,105.599009419718	Hà Tiên Pagoda
Khu Di Tích Đền Hùng	0	Di tích lịch sử	Quần thể di tích lịch sử quốc gia đặc biệt, nơi thờ phụng các Vua Hùng - tổ tiên của dân tộc Việt Nam.				4.6	171	78	khu_di_tich_den_hung.png			Núi Nghĩa Lĩnh	Hy Cương	TP Việt Trì	Phú Thọ	21.3677724400059,105.326126252218	Khu Di Tích Đền Hùng
Đồi Chè Long Cốc	0	Danh lam thắng cảnh	Được ví như "Vịnh Hạ Long vùng trung du", nổi tiếng với những đồi chè bát úp xanh ngát trong sương sớm.			0337405013	4.7	501	74	doi_che_long_coc.png			Xóm Bông 1	Long Cốc	Tân Sơn	Phú Thọ	21.1326619059492,105.062199309889	Long Coc Tea Hill
Vườn Quốc gia Xuân Sơn	40.000 VNĐ	Khu bảo tồn	Vườn quốc gia duy nhất có rừng nguyên sinh trên núi đá vôi, đa dạng sinh học và nhiều hang động đẹp.			02103609116	4.3	2218	65	vuon_quoc_gia_xuan_son.png				Xuân Sơn	Tân Sơn	Phú Thọ	21.1245195296423,104.974492682348	Xuan Son National Park
Đầm Ao Châu	0	Danh lam thắng cảnh	Đầm nước rộng lớn với hình dáng độc đáo giống đầu trâu, được ví như "Hạ Long trên cạn" của Phú Thọ.	24/24	24/24		4.1	266	76	dam_ao_chau.png				TT. Hạ Hoà	Hạ Hòa	Phú Thọ	21.5678748086686,105.013581825231	Đầm Ao Châu
LynnTimes Thanh Thủy	500.000 VNĐ	Khu nghỉ dưỡng	Tổ hợp nghỉ dưỡng khoáng nóng 5 sao, công viên khoáng nóng Ohayo Onsen & Spa (Giá vé công viên khoáng).			0976317775	4.3	1821	42	lynntimes_thanh_thuy.png				Bảo Yên	Thanh Thủy	Phú Thọ	21.1545011254334,105.28311652708	LynnTimes Thanh Thủy
Đền Quốc Mẫu Âu Cơ	0	Văn hóa/Tâm linh	Ngôi đền linh thiêng thờ Mẹ Âu Cơ, gắn liền với truyền thuyết "Con Rồng cháu Tiên".	8:00	18:00		4.6	367	62	den_quoc_mau_au_co.png				Hiền Lương	Hạ Hòa	Phú Thọ	21.6041671643448,104.915834286599	Đền Quốc Mẫu Âu Cơ
Đền Quốc Tổ Lạc Long Quân	0	Văn hóa/Tâm linh	Đền thờ Đức Quốc Tổ Lạc Long Quân, nằm trong quần thể Khu di tích lịch sử Đền Hùng.	24/24	24/24		4.6	117	82	den_lac_long_quan.png			Khu di tích Đền Hùng	Chu Hoá	TP Việt Trì	Phú Thọ	21.3604161062876,105.329887219686	Lac Long Quan Temple
Đình Hùng Lô	0	Di tích lịch sử	Ngôi đình cổ hơn 300 năm tuổi, tiêu biểu cho kiến trúc đình làng Bắc Bộ và tín ngưỡng thờ Hùng Vương.	24/24	24/24		4.8	81	75	dinh_hung_lo.png			Làng cổ Hùng Lô	Hùng Lô	TP Việt Trì	Phú Thọ	21.3725106057692,105.386333089002	Lac Long Quan Temple
Ao Giời - Suối Tiên	20.000 VNĐ	Danh lam thắng cảnh	Điểm du lịch sinh thái với hệ thống nhiều thác nước lớn nhỏ chảy từ trên núi Nả xuống.				4.3	176	84	ao_gioi_suoi_tien.png				Hiền Lương	Hạ Hòa	Phú Thọ	21.5458390143609,104.895985809889	Ao Giời - Suối Tiên
Thác Mơ	30.000 VNĐ	Danh lam thắng cảnh	Thác nước hoang sơ, trong lành nằm trong khu bảo tồn thiên nhiên, thích hợp dã ngoại.				4.4	54	68	thac_mo_phu_tho.png				Cự Đồng	Thanh Sơn	Phú Thọ	21.0997722476516,105.208343358318	Thác Mơ
Nhà Máy Thuỷ Điện Hoà Bình	50.000 VNĐ	Công trình	Công trình thủy điện lớn bậc nhất Đông Nam Á, biểu tượng công nghiệp hóa, có tượng đài Bác Hồ cao 18m.	24/24	24/24	02183852043	4.6	491	77	thuy_dien_hoa_binh.png				Tân Thịnh	TP Hòa Bình	Hòa Bình	20.8137360441788,105.324990604364	Hoa Binh Hydropower Plant
Đèo Thung Khe	0	Danh lam thắng cảnh	Còn gọi là Đèo Đá Trắng, nổi tiếng với cảnh quan núi đá vôi trắng xóa như tuyết phủ quanh năm.				4.5	264	74	deo_thung_khe.png				Phú Cường	Tân Lạc	Hòa Bình	20.6661905209501,105.139900462429	Đèo Thung Khe
Khu Du Lịch Suối Khoáng Kim Bôi	90.000 VNĐ	Khu du lịch sinh thái	Khu nghỉ dưỡng nổi tiếng với nguồn nước khoáng nóng tự nhiên tốt cho sức khỏe (Giá vé tắm bể bơi).	6:00	18:00	0978775489	3.9	1559	82	suoi_khoang_kim_boi.png			Mớ Đá	Hạ Bì	Kim Bôi	Hòa Bình	20.6947777560137,105.509398575528	Khu Du Lịch Suối Khoáng Kim Bôi
Đền Chúa Thác Bờ	0	Văn hóa/Tâm linh	Ngôi đền linh thiêng nằm giữa lòng hồ sông Đà, thờ Bà Chúa Thác Bờ cai quản miền sông nước.	6:00	21:00	0969722681	4.5	944	62	den_chua_thac_bo.png			Xóm Săng Bờ	Vầy Nưa	Đà Bắc	Hòa Bình	20.7683472437876,105.176276806216	Đền Chúa Thác Bờ
Bảo tàng Không gian Văn hóa Mường	50.000 VNĐ	Bảo tàng	Bảo tàng tư nhân độc đáo tái hiện trọn vẹn không gian sống, phong tục và văn hóa của người Mường.			0979866958	4.1	340	63	bao_tang_van_hoa_muong.png		202	Tây Tiến	Thái Bình	TP Hòa Bình	Hòa Bình	20.7791103056954,105.310836721559	Bảo tàng Không gian Văn hóa Mường
Thác Gò Lào	0	Danh lam thắng cảnh	Thác nước hoang sơ, hùng vĩ nằm ẩn mình trong rừng tre, điểm check-in đẹp gần Mai Châu.	24/24	24/24		4.3	1260	79	thac_go_lao.png				Ba Khan	Mai Châu	Hòa Bình	20.7418971360527,105.055394787168	Gò Lào Waterfall
Thác Tú Sơn	100.000 VNĐ	Khu du lịch sinh thái	Khu du lịch sinh thái với hệ thống 9 ngọn thác, hồ bơi và khí hậu mát mẻ (Vé vào cổng).				3.6	310	70	thac_tu_son.png				Tú Sơn	Kim Bôi	Hòa Bình	20.7101467179106,105.418652025263	Thác Tú Sơn
