																					
id	name	sumary	desciption	rating	reviewCount	popularity	tags	openTime	closeTime	priceVND	houseNumber	street	   ward	district	city	Tọa độ	URL	phone	Img name	dwell	Img url
92	Nhà hàng Hoàng Tâm - Phú Mỹ Hưng	Nhà hàng đặc sản miền Tây sông nước và ẩm thực Việt Nam, mang đến không gian và hương vị truyền thống, mộc mạc.	Chuyên các món miền Tây như Bắp heo luộc cuốn bánh tráng, Bánh xèo, và các món ăn đặc trưng khác. Không gian được trang trí bằng các biểu tượng miền Tây như nón lá, trúc, tạo cảm giác thân thuộc.	4.6	880	89	Món Việt, Đặc sản miền Tây, Gia đình, Ăn sáng, Ăn trưa, Ăn tối	6:30 AM	10:00 PM	100,000 - 250,000	24	Raymondienne	Tân Phú	Quận 7	Hồ Chí Minh 	10.729021308272493, 106.72640601719397	https://www.google.com/maps?cid=5030497825719474300&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	969002200	hoang_tam_phu_my_hung_png	90	https://lh3.googleusercontent.com/p/AF1QipM2ZVW1RC_YW11fncHwiFWUvbYoIfp4wYlaQXCF=w408-h245-k-no
93	Tràng An Quán	Nhà hàng ẩm thực đồng quê Bắc Bộ giữa lòng Sài Gòn, nổi tiếng với các món đặc sản từ Ninh Bình và các vùng quê khác.	MÓN ĂN ĐẶC TRƯNG: Ốc nhồi hấp mẻ, Lươn băm xúc phồng tôm, Chả cá Lã Vọng, Dê tái chanh. Không gian mộc mạc với gạch trần, bàn ghế gỗ, thích hợp cho các buổi họp mặt ấm cúng.	4.5	527	88	Món Việt, Đồng quê, Món Bắc Bộ, Lẩu, Gia đình, Ăn trưa, Ăn tối	10:00 AM	11:00 PM	150,000 - 300,000	131 Số 47	Đường số 47	Tân Quy	Quận 7	Hồ Chí Minh 	10.742053898271662, 106.71244817301489	https://www.google.com/maps?cid=1003303381397085479&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	969273254	trang_an_quan_q7_png	120	https://lh3.googleusercontent.com/p/AF1QipP6VZwaCcpgjJen2vRjcKLI0XGWqFVfMCi9RTM=w408-h544-k-no
94	Ẩm thực sân vườn Mái Lá Quận 7	Nhà hàng ẩm thực Việt Nam 3 miền với không gian sân vườn rộng rãi, thoáng mát, thích hợp cho các buổi tiệc lớn và gia đình.	Thực đơn phong phú các món hải sản tươi sống và món ăn đồng quê/đặc sản: Mẹt heo 4 món, Cá bống mú hấp Hồng Kông, Gà ta nổ muối hột. Không gian mở lên đến 2000m², có khu vui chơi cho trẻ em.	4.3	415	85	Món Việt, Sân vườn, Hải sản, Đặc sản, Tiệc, Gia đình, Ăn trưa, Ăn tối	9:00 AM	11:00 PM	150,000 - 300,000	1D	Đường Số 36	Tân Quy	Quận 7	Hồ Chí Minh 	10.741541398665158, 106.70887768465673	https://www.google.com/maps/place/%E1%BA%A8m+th%E1%BB%B1c+s%C3%A2n+v%C6%B0%E1%BB%9Dn+M%C3%A1i+L%C3%A1+Qu%E1%BA%ADn+7/@10.7413095,106.7089206,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f7445b09cef:0x9d6a1c4452f62893!8m2!3d10.7413095!4d106.7089206!16s%2Fg%2F11mxy8mgzf?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	903393030	am_thuc_san_vuon_mai_la_q7_png	120	https://lh3.googleusercontent.com/p/AF1QipOGasDFtkbtMpU0PyBf8iTof3YTAMiyVFMTbYfr=w426-h240-k-no
95	Truyền Thuyết ChamPong Quận 2	Quán ăn chuyên mì ChamPong (Hải sản & cay) và các món ăn đường phố Hàn Quốc, nổi tiếng với hương vị đậm đà và chất lượng.	ChamPong là món đặc trưng, được đánh giá cao về độ tươi ngon của hải sản và vị cay nồng. Địa điểm được yêu thích bởi cộng đồng người Hàn và người Việt yêu ẩm thực Hàn. Không gian hiện đại, sạch sẽ.	4.9	2,982	98	Món Hàn, ChamPong, Hải sản, Mì, Ăn trưa, Ăn tối, Bình dân	11:00 AM	10:00 PM	150,000 - 250,000	62	Nguyễn Hoàng	An Phú	Thủ Đức	Hồ Chí Minh 	10.79622544507149, 106.74496851534329	https://www.google.com/maps/place/Truy%E1%BB%81n+Thuy%E1%BA%BFt+ChamPong+Qu%E1%BA%ADn+2+%EC%A0%84%EC%84%A4%EC%9D%98%EC%A7%AC%EB%BD%95+2%EA%B5%B0%EC%A0%90/@10.7960779,106.7449256,17z/data=!4m6!3m5!1s0x31752701c01bbd3b:0xd4996bb4c6138c40!8m2!3d10.7960779!4d106.7449256!16s%2Fg%2F11sbhnrpj5?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	345025855	truyen_thuyet_champong_q2_png	90	https://lh3.googleusercontent.com/p/AF1QipMMsNhvHw8c86Lo5fRG8-iaUb_An7KKIys2f1tc=w408-h306-k-no
96	Madame Lam - Nhà hàng món Việt	Nhà hàng món Việt cao cấp, tập trung vào ẩm thực truyền thống, phục vụ trong không gian sang trọng và tinh tế.	Thực đơn là sự kết hợp của ẩm thực 3 miền, được chế biến cầu kỳ. Không gian kiến trúc đẹp mắt, thường có view sân vườn/hồ bơi, thích hợp cho các buổi tiếp khách, hẹn hò lãng mạn.	4.8	1,130	94	Món Việt, Cao cấp, Hẹn hò, Tiệc, Sang trọng, Ăn trưa, Ăn tối	10:00 AM	10:00 PM	400,000 - 800,000+	10	Trần Ngọc Diện	Thảo Điền	Thủ Đức	Hồ Chí Minh 	10.803273912440941, 106.73901422883542	https://www.google.com/maps/place/Madame+Lam+-+Nh%C3%A0+h%C3%A0ng+m%C3%B3n+Vi%E1%BB%87t/@10.8030526,106.7390035,17z/data=!4m15!1m8!3m7!1s0x317527da08938211:0x77dedb27796b401!2zTWFkYW1lIExhbSAtIE5ow6AgaMOgbmcgbcOzbiBWaeG7h3Q!8m2!3d10.8030526!4d106.7390035!10e2!16s%2Fg%2F11q9t70hgj!3m5!1s0x317527da08938211:0x77dedb27796b401!8m2!3d10.8030526!4d106.7390035!16s%2Fg%2F11q9t70hgj?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	703226262	madame_lam_thao_dien_png	150	https://lh3.googleusercontent.com/p/AF1QipPV0wmDTbhqGfbM6JSc8kGXjRsk1g8ax6xXiZrH=w408-h280-k-no
97	Bảo bối	Nhà hàng chuyên ẩm thực đường phố và các món ăn vặt Thái Lan, với phong cách phục vụ nhanh chóng và hương vị chuẩn Thái.	MÓN ĐẶC TRƯNG: Pad Thái, Xôi Xoài, Gỏi đu đủ. Vị trí đắc địa trên tuyến đường Song Hành, là điểm dừng chân lý tưởng cho những người yêu thích món Thái với mức giá hợp lý.	4.8	3,288	97	Món Thái, Ăn vặt, Đường phố, Bình dân, Ăn trưa, Ăn tối	11:00 AM	10:00 PM	80,000 - 180,000	78	Song Hành	An Phú	Quận 2	Hồ Chí Minh 	10.800912748914776, 106.74151313068346	https://www.google.com/maps/place/B%E1%BA%A3o+b%E1%BB%91i/@10.8008179,106.7414273,17z/data=!4m15!1m8!3m7!1s0x31752700035373cd:0x84a8515aff99bd66!2zQuG6o28gYuG7kWk!8m2!3d10.8006916!4d106.7414527!10e5!16s%2Fg%2F11vy3_whn7!3m5!1s0x31752700035373cd:0x84a8515aff99bd66!8m2!3d10.8006916!4d106.7414527!16s%2Fg%2F11vy3_whn7?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	906276117	bao_boi_song_hanh_png	60	https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxGQbi1fU1-kvB3iGz84ZBaQpGawF5HtA-44IwMI0l2tHuU-kntuHFuBX4MNZLAooRgEbjWZuwfwpf5kfLgop8RS_QC-RVd-ZnYSKezBuWA0WPk7hWkWZpKLzBI28Kx9V_v-08cdxKdqudA=w408-h306-k-no
98	Buffet Poseidon Võ Văn Kiệt Quận 6	Nhà hàng Buffet Hải sản và Quốc tế cao cấp, nằm trong Satra Centre Mall, nổi tiếng với sự đa dạng của các món ăn.	Thực đơn bao gồm hải sản tươi sống, quầy nướng BBQ, lẩu, món Nhật (Sushi, Sashimi), và các món nóng quốc tế. Phù hợp cho tiệc liên hoan, gia đình, với không gian hiện đại và sang trọng.	4.9	1,339	98	Buffet, Hải sản, Món Quốc tế, Món Nhật, Tiệc, Gia đình, Ăn trưa, Ăn tối	11:00 AM	2:00 PM	350,000 - 600,000	1466	Võ Văn Kiệt	Phường 1	Quận 6	Hồ Chí Minh 	10.743610056296637, 106.64897137116456	https://www.google.com/maps/place/Buffet+Poseidon+V%C3%B5+V%C4%83n+Ki%E1%BB%87t+Qu%E1%BA%ADn+6/@10.7433887,106.6489821,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f97f9453299:0xb3ebb027dcbf1232!8m2!3d10.7433887!4d106.6489821!16s%2Fg%2F11wv0jjjkq?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	988669820	buffet_poseidon_vvk_q6_png	120	https://lh3.googleusercontent.com/p/AF1QipPvbr2bnCNiloWdbrlhe1FjsyJEQTcZ291F8xbr=w408-h306-k-no
99	THE GOAT Food & Beer Quận 6	Quán ăn chuyên đồ nướng, lẩu và ẩm thực nhậu Việt Nam, có không gian mở, phục vụ bia thủ công và các loại bia khác.	Thực đơn phong phú các món ăn kèm bia như: Thỏ nướng, các món gỏi, và các món lẩu. Địa điểm lý tưởng cho các buổi tụ họp bạn bè, đồng nghiệp sau giờ làm, với giờ mở cửa muộn.	4.9	896	95	Món Việt, Nhậu, Bia, Nướng, Lẩu, Ăn tối	3:30 PM	1:30 AM	150,000 - 300,000	178/3	Đ. Hậu Giang	Phường 6	Quận 6	Hồ Chí Minh 	10.75042695129805, 106.64355555767085	https://www.google.com/maps?cid=4067063411893679687&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	931322330	the_goat_food_beer_q6_png	150	https://lh3.googleusercontent.com/p/AF1QipPbpz1S39RUXvsImuzW_9ffkoRuqmX_NgsN8i_Y=w408-h306-k-no
100	QUÁN MỘT TÁM MỘT	Quán ăn chuyên các món hải sản và đặc sản Việt Nam, phục vụ trong không gian bình dân, rộng rãi.	MÓN ĐẶC TRƯNG: Các loại ốc, tôm, cá được chế biến đa dạng. Nổi tiếng là địa điểm ăn uống về đêm, đáp ứng nhu cầu ẩm thực đến khuya của thực khách.	4.6	277	90	Hải sản, Món Việt, Ăn đêm, Bình dân, Ăn tối	10:00 AM	1:00 AM	100,000 - 250,000	181	Đ. Hậu Giang	Phường Bình Tây	Quận 6	Hồ Chí Minh 	10.749828311174541, 106.64523334417716	https://www.google.com/maps/place/QU%C3%81N+M%E1%BB%98T+T%C3%81M+M%E1%BB%98T+%7C+QU%C3%81N+NH%E1%BA%ACU+NGON+QU%E1%BA%ACN+6/@10.7496175,106.6451797,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f1638c7c1d1:0xad17c5e80c0b34cb!8m2!3d10.7496175!4d106.6451797!16s%2Fg%2F11pv25n9kt?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	768918181	quan_mot_tam_mot_q6_png	90	https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwwAK-8vG2YrJAlbZzQAmuloOZMY_ealVBPTz3xPCeMQMfjysAqsz9D2m6XO5PYk44dAqh28hTNgBq1LWjzKiCT7e3P_GXaxGO6dy2Kr77uU6LGuXU5WDzTXkmmgHybM8XYuGSPCg=w408-h413-k-no
101	Sayaka Quận 8	Nhà hàng chuyên ẩm thực Nhật Bản (Sushi, Sashimi) và hải sản, nổi bật với phong cách phục vụ Omakase (phục vụ theo đầu bếp).	Không gian decor tối giản, tinh tế theo phong cách Nhật. Nổi tiếng với đồ tươi sống và chất lượng Sashimi/Sushi cao cấp. Phù hợp cho các buổi hẹn hò, trải nghiệm ẩm thực tinh hoa.	4.9	669	94	Món Nhật, Sushi, Sashimi, Hải sản, Cao cấp, Ăn tối, Omakase	10:00 AM	10:00 PM	300,000 - 600,000	547	Đ. Tạ Quang Bửu	Phường 4	Quận 8	Hồ Chí Minh 	10.741374135363344, 106.6798810288354	https://www.google.com/maps/place/Sayaka+Qu%E1%BA%ADn+8/@10.7411844,106.6798703,17z/data=!3m1!4b1!4m6!3m5!1s0x31752ff11c2a0d3b:0xe7d4ce57039956a5!8m2!3d10.7411844!4d106.6798703!16s%2Fg%2F11y8ty9nzr?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	933322358	sayaka_q8_png	120	https://lh3.googleusercontent.com/p/AF1QipOAVMfAtJv8qmuL-uf1jvXv2Yu5HkZBwKGj673d=w693-h240-k-no
102	Quán Ông Tiên	Quán ăn chuyên các món nhậu, hải sản, và ẩm thực đồng quê Việt Nam, hoạt động muộn.	Địa điểm lý tưởng cho các buổi tụ họp bạn bè, đồng nghiệp. Món ăn đa dạng, giá cả phải chăng, và nổi tiếng là điểm đến nhộn nhịp vào đêm khuya.	4.3	509	86	Món Việt, Nhậu, Hải sản, Đồng quê, Ăn khuya, Bình dân, Ăn tối	3:00 PM	5:00 AM	150,000 - 300,000	225	Phạm Thế Hiển	Phường Rạch Ông	Quận 8	Hồ Chí Minh 	10.749488611411822, 106.68400438835431	https://www.google.com/maps/place/Qu%C3%A1n+%C3%94ng+Ti%C3%AAn/@10.7492778,106.6838971,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f0721bf41f7:0x87ef4bea655415d1!8m2!3d10.7492778!4d106.6838971!16s%2Fg%2F1hc6v2b41?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	938922313	quan_ong_tien_q8_png	150	https://lh3.googleusercontent.com/p/AF1QipONJjf86RH07vsNlXqdrIm3_VzV_XoJsT8YGYLC=w424-h240-k-no
103	Quán ăn Vọng Các	Quán ăn chuyên các món ăn dân dã, đồng quê Việt Nam, mang đến hương vị truyền thống, mộc mạc.	Thực đơn phong phú với các món cơm niêu, cá kho tộ, canh chua, và các món lẩu. Không gian bình dân, sạch sẽ, thích hợp cho bữa ăn gia đình và dân văn phòng.	4.2	2,159	94	Món Việt, Đồng quê, Cơm Niêu, Lẩu, Gia đình, Ăn trưa, Ăn tối	9:00 AM	11:00 PM	100,000 - 250,000	299	Phạm Thế Hiển	Phường Rạch Ông	Quận 8	Hồ Chí Minh 	10.74878421190384, 106.68274915767087	https://www.google.com/maps/place/Qu%C3%A1n+%C4%83n+V%E1%BB%8Dng+C%C3%A1c/@10.7485734,106.6827277,17z/data=!4m15!1m8!3m7!1s0x31752f0732db5d97:0x4f74b0d94f2e60d0!2zUXXDoW4gxINuIFbhu41uZyBDw6Fj!8m2!3d10.7485734!4d106.6827277!10e2!16s%2Fg%2F1pp2v1stk!3m5!1s0x31752f0732db5d97:0x4f74b0d94f2e60d0!8m2!3d10.7485734!4d106.6827277!16s%2Fg%2F1pp2v1stk?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	708501627	quan_an_vong_cac_q8_png	90	https://lh3.googleusercontent.com/p/AF1QipNeAadTUWLRXPVymdBipfor6ucXB8RZ6Q66J5Bz=w408-h306-k-no
104	Nhà hàng S:1	Nhà hàng chuyên ẩm thực Việt Nam, phục vụ các món ăn truyền thống và các món lẩu nướng trong không gian hiện đại.	Menu đa dạng các món ăn đồng quê và đặc sản. Không gian thiết kế lịch sự, ấm cúng, phù hợp cho các bữa ăn gia đình và tụ tập bạn bè.	4.4	98	98	Món Việt, Lẩu Nướng, Gia đình, Ăn trưa, Ăn tối	9:00 AM	10:00 PM	150,000 - 300,000	679	Đ. Đỗ Xuân Hợp	Phước Long B	Quận 9	Hồ Chí Minh 	10.798699299257434, 106.78128864232913	https://www.google.com/maps?cid=7319330890084180906&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	399866839	nha_hang_s1_q9_png	90	https://lh3.googleusercontent.com/p/AF1QipNQpZ45uFfVuyJJZttwUpMFBuzXuMVjrlR40Cp0=w408-h306-k-no
105	Khu ẩm thực sinh thái Sen Nam Bộ	Khu ẩm thực sân vườn sinh thái rộng lớn, chuyên các món ăn dân dã, đồng quê và hải sản theo phong cách Nam Bộ.	Không gian được bao phủ bởi cây xanh và hồ sen, tạo cảm giác thư giãn, mát mẻ. Phù hợp tổ chức tiệc lớn, liên hoan, hội nghị, và có khu vui chơi cho trẻ em.	4.2	1,385	99	Món Việt, Sân vườn, Sinh thái, Tiệc, Đồng quê, Hải sản, Ăn trưa, Ăn tối	9:00 AM	10:00 PM	200,000 - 450,000	506	Đ. Võ Chí Công	P	Quận 9	Hồ Chí Minh 	10.809943630609448, 106.7926861134937	https://www.google.com/maps?cid=10995202424131862932&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	896628111	sen_nam_bo_q9_png	120	https://lh3.googleusercontent.com/p/AF1QipPp5QcMDuaMkl-uE6YoworZhXFisXbaPaobvBxX=w408-h306-k-no
106	Quán A Cường	Quán ăn chuyên các món lẩu, nướng và nhậu bình dân, nổi tiếng là điểm tụ tập quen thuộc của giới trẻ và người lao động.	Menu đa dạng các món ăn kèm bia với giá cả phải chăng. Không gian đơn giản, tập trung vào tốc độ phục vụ và sự sôi động.	4	360	93	Món Việt, Lẩu Nướng, Nhậu, Bình dân, Ăn tối, Ăn khuya	10:00 AM	11:00 PM	100,000 - 250,000	429	Đ. Đỗ Xuân Hợp	Phước Long B	Quận 9	Hồ Chí Minh 	10.819005372010192, 106.77343728835433	https://www.google.com/maps/place/Qu%C3%A1n+A+C%C6%B0%E1%BB%9Dng/@10.8188473,106.77333,17z/data=!3m1!4b1!4m6!3m5!1s0x31752725852832dd:0xac77bf2c8a633756!8m2!3d10.8188473!4d106.77333!16s%2Fg%2F11sg_w6kh0?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	906686068	quan_a_cuong_q9_png	90	https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzJcR5OruOBb02mphofDshBSw-ueBR0_5nU2oXNg9Nlc46VHOKOSqyHUaMo5vRfYceVrkVUSkQJUFc0lXn-8X2b73SZd6C1pLapz5pdnY3mqFKdUctcHYAgeENwWDiVzT1lQj4c=w408-h306-k-no
107	Maison Sen Buffet	Nhà hàng Buffet Hải sản và Quốc tế cao cấp, nổi tiếng với sự đa dạng và chất lượng của quầy line ẩm thực.	Maison Sen là chuỗi buffet nổi tiếng, phục vụ hàng trăm món ăn từ hải sản tươi sống, ẩm thực Nhật Bản (sushi, sashimi) đến các món Âu Á truyền thống. Không gian sang trọng, thích hợp cho tiệc công ty, gia đình.	4.9	5,595	99	Buffet, Hải sản, Món Quốc tế, Cao cấp, Tiệc, Ăn trưa	11:15 AM	2:30 PM	350,000 - 650,000	275	Nguyễn Trãi	Thanh Xuân Trung	Thanh Xuân	Hà Nội	20.994189099287635, 105.80755130184802	https://www.google.com/maps/place/Maison+Sen+Buffet/@20.9940088,105.8074762,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad7de2c473a9:0x16e6dcb13526fd4b!8m2!3d20.9940088!4d105.8074762!16s%2Fg%2F11tt0r40cw?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	2439744192	maison_sen_buffet_nt_png	120	https://lh3.googleusercontent.com/p/AF1QipN5csXFuGs0DsbXh5pLVITsRkhZMFyfhXRq3M4F=w443-h240-k-no
108	Quán nhỏ	Quán ăn chuyên các món nhậu, hải sản, và lẩu nướng bình dân với thời gian phục vụ kéo dài đến rạng sáng.	Menu đa dạng các món ăn kèm bia như lẩu, nướng, gỏi. Địa điểm quen thuộc của giới trẻ và người làm việc đêm. Không gian bình dị, tập trung vào trải nghiệm ăn uống vui vẻ.	4.8	1,930	99	Món Việt, Nhậu, Hải sản, Lẩu nướng, Ăn đêm, Ăn tối	10:00 AM	3:00 AM	150,000 - 300,000	35B	P. Lê Văn Thiêm	Thanh Xuân Trung	Thanh Xuân	Hà Nội	20.999115893337475, 105.80491992698741	https://www.google.com/maps/place/Qu%C3%A1n+nh%E1%BB%8F/@20.9989356,105.8049843,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad906e0afd4f:0xccc07702e6f9f333!8m2!3d20.9989356!4d105.8049843!16s%2Fg%2F11kc5xqghh?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	961812345	quan_nho_lvt_png	150	https://lh3.googleusercontent.com/p/AF1QipMwhP1zhu_RMalvlJyrqUDljbm5zThXe64xCisw=w408-h272-k-no
109	Nhà Hàng Hải Sản Biển Đông	Chuỗi nhà hàng hải sản tươi sống và quy mô lớn, nổi tiếng với chất lượng hải sản và không gian rộng rãi.	Hải sản được chọn lọc kỹ càng, chế biến đa dạng theo phong cách Việt Nam như lẩu, nướng, hấp. Phù hợp cho các buổi tiệc công ty, gia đình lớn và sự kiện.	4.8	11,792	99	Hải sản, Món Việt, Tiệc, Gia đình, Cao cấp, Ăn trưa, Ăn tối	7:30 AM	10:30 PM	300,000 - 700,000	2	Ng. 84 P.Trần Thái Tông	Dịch Vọng Hậu	Cầu Giấy	Hà Nội	21.03224392513918, 105.78781121718974	https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+H%E1%BA%A3i+S%E1%BA%A3n+Bi%E1%BB%83n+%C4%90%C3%B4ng/@21.0320741,105.7877023,17z/data=!4m6!3m5!1s0x3135ab4c25a9852d:0x3a9686d6ee399ab8!8m2!3d21.0320837!4d105.7876932!16s%2Fg%2F1tdk7jwq?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	902147886	hai_san_bien_dong_cgtto_png	120	https://lh3.googleusercontent.com/p/AF1QipO7siQIW4nkDEt2y1x_vKetTTgSJKFzLnZDutiC=w408-h306-k-no
110	Quán Ăn Ngon	Nhà hàng chuyên các món ăn truyền thống 3 miền Việt Nam, nổi tiếng với không gian đậm chất dân gian và chất lượng món ăn đồng đều.	Thực đơn là tinh hoa ẩm thực Việt Nam, bao gồm Bún Chả, Phở, Gỏi Cuốn, Bánh Xèo, và các món ăn đặc trưng khác. Phù hợp cho cả khách du lịch và người dân địa phương muốn thưởng thức ẩm thực truyền thống.	4.1	2,847	95	Món Việt, Truyền thống, Dân dã, Gia đình, Ăn sáng, Ăn trưa, Ăn tối	7:00 AM	9:30 PM	150,000 - 300,000	Toà nhà 25T2	P. Hoàng Đạo Thúy P. Nguyễn Thị Thập	Trung Hoà	Cầu Giấy	Hà Nội	21.00691463658161, 105.80176313068344	https://www.google.com/maps/place/Qu%C3%A1n+%C4%82n+Ngon/@21.0067644,105.8016773,17z/data=!3m1!4b1!4m6!3m5!1s0x3135aca0cbcdf525:0x3a4d28ca884316da!8m2!3d21.0067644!4d105.8016773!16s%2Fg%2F12vrd7h2s?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	902186963	quan_an_ngon_cghdt_png	90	https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxefPoLezQ5kT-YunBmUSBswkBGkrtW_Js_ZqFhkfMlqdTqGkTxfV9osutduzXS7dF0Oja93KlfZgEdjLkXG1vyOdYs7xqVs-CRRplik7aCHz9am87zzniABUn7zmhB03iKfkA8=w408-h306-k-no
111	Góc Hà Nội Quán	Quán ăn chuyên các món đặc sản Hà Nội, phục vụ các món ăn mang đậm hương vị phố cổ, được yêu thích bởi sự tinh tế trong chế biến.	Menu bao gồm các món bún, phở, nem, và các món ăn truyền thống khác. Không gian được thiết kế theo phong cách Hà Nội xưa, ấm cúng và hoài niệm.	4	2,468	90	Món Việt, Món Hà Nội, Truyền thống, Gia đình, Ăn trưa, Ăn tối	11:00 AM	10:00 PM	100,000 - 250,000	259	P. Tô Hiệu	Dịch Vọng	Cầu Giấy	Hà Nội	21.04163083608141, 105.79190751349371	https://www.google.com/maps/place/G%C3%B3c+H%C3%A0+N%E1%BB%99i+Qu%C3%A1n/@21.0413805,105.7919397,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab37338f1711:0x2e18b1797adc6ab4!8m2!3d21.0413805!4d105.7919397!16s%2Fg%2F11bzyw_9z8?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	942258259	goc_ha_noi_quan_cgth_png	90	https://lh3.googleusercontent.com/p/AF1QipNlDpABuCgegOMuFuM4jr-UrdLULRGrmCIvmP3Z=w408-h244-k-no
112	Nhà Hàng Phúc Thành	Nhà hàng hải sản và đặc sản Việt Nam nổi tiếng, với không gian rộng rãi, thoáng đãng, phục vụ đa dạng các món ăn truyền thống.	Menu tập trung vào hải sản tươi sống và các món ăn đồng quê, lẩu. Thích hợp cho các buổi tiệc lớn, liên hoan gia đình, và tiệc công ty.	4.4	172	90	Hải sản, Món Việt, Đồng quê, Tiệc, Gia đình, Ăn trưa, Ăn tối	9:00 AM	10:30 PM	200,000 - 400,000	685	Đ. Lạc Long Quân	Phú Thượng	Tây Hồ	Hà Nội	21.077816086228236, 105.81487508465825	https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+Ph%C3%BAc+Th%C3%A0nh/@21.0775558,105.814918,17z/data=!3m1!4b1!4m6!3m5!1s0x3135aaed087b910b:0xe5bb67fc42c40b41!8m2!3d21.0775558!4d105.814918!16s%2Fg%2F11ggrqfmqq?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	898685685	phuc_thanh_llq_png	120	https://lh3.googleusercontent.com/p/AF1QipN_wNEYSmIO8I2xVdaIW6B3N4fGI63y65Gg1MlX=w408-h306-k-no
113	Softwater Restaurant	Nhà hàng sân vườn với không gian kiến trúc độc đáo, yên tĩnh và lãng mạn, chuyên ẩm thực Việt Nam và Quốc tế.	Được thiết kế như một ốc đảo xanh giữa lòng thành phố, có khu vực riêng tư. Phù hợp cho các buổi hẹn hò, sự kiện cá nhân, và các bữa tiệc sang trọng.	4.3	1,080	95	Sân vườn, Món Việt, Món Quốc tế, Cao cấp, Lãng mạn, Tiệc, Ăn trưa, Ăn tối	8:00 AM	10:00 PM	350,000 - 600,000	42	Đ. 9, Tập thể F361 An Dương	Tây Hồ	Tây Hồ	Hà Nội	21.051486842790478, 105.84539668465828	https://www.google.com/maps/place/Softwater+Restaurant/@21.0512966,105.8454396,17z/data=!3m1!4b1!4m6!3m5!1s0x3135abb3bc3a75a9:0x8d7d3e603a3d6572!8m2!3d21.0512966!4d105.8454396!16s%2Fg%2F1hhvmv2c1?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	981465775	softwater_restaurant_png	180	https://lh3.googleusercontent.com/p/AF1QipPZ_zISNDKJaEyJapRAZGgWmC-QDzev0Hs3IuLm=w408-h272-k-no
